,X,Y,objectid,Designação,nome_escola,endereco,bairro,cre,cod_atividade,globalid,cod_microarea,Código da Escola_x,Nome da Escola_x,Média - 6º a 9º ano,Taxa de Aprovação - 2021 - 6º,Taxa de Aprovação - 2021 - 7º,Taxa de Aprovação - 2021 - 8º,Taxa de Aprovação - 2021 - 9º,Indicador de Rendimento (P)_x,Nota SAEB - 2021 - Matemática_x,Nota SAEB - 2021 - Língua Portuguesa_x,Nota SAEB - 2021 - Nota Média Padronizada (N),IDEB 2021 (N x P)_x,Código da Escola_y,Nome da Escola_y,Taxa de Aprovação - 2021 - 1º ao 5º ano,Taxa de Aprovação - 2021 - 1º,Taxa de Aprovação - 2021 - 2º,Taxa de Aprovação - 2021 - 3º,Taxa de Aprovação - 2021 - 4º,Taxa de Aprovação - 2021 - 5º,Indicador de Rendimento (P)_y,Nota SAEB - 2021 - Matemática_y,Nota SAEB - 2021 - Língua Portuguesa_y,Nota Média Padronizada (N),IDEB 2021 (N x P)_y
292,-43.3704918513559,-22.8087916218807,16560.0,625015,Escola Municipal Max Fleiuss,"Pça. Nossa S. das Dores, S/Nº  ",Pavuna,6.0,1.0,{51465DD8-31FA-4E19-8479-9A987CE433A9},6.4,,,,,,,,,,,,,33087210.0,ESCOLA MUNICIPAL MAX FLEIUSS,100.0,100,100,100,100,100.0,1.0,208.12,196.85,5.514899,5.5
293,-43.3739680963955,-22.8139022744165,16561.0,625017,Escola Municipal Grandjean de Montigny,"Pça. dos Ucranianos, S/Nº  ",Pavuna,6.0,1.0,{89866B89-3A7E-4891-B1F9-526ABE9AED71},6.4,,,,,,,,,,,,,33087091.0,ESCOLA MUNICIPAL GRANDJEAN DE MONTIGNY,100.0,100,100,100,100,100.0,1.0,210.86,199.37,5.613008,5.6
294,-43.3766770823258,-22.813232897234,16562.0,625018,Escola Municipal Comandante Arnaldo Varella,"Av. Chrisóstomo Pimentel Oliveira, 2.505  ",Pavuna,6.0,1.0,{71B2274F-8A6A-4478-B996-7B1575C8A30B},6.4,33086982.0,ESCOLA MUNICIPAL COMANDANTE ARNALDO VARELLA,99.8,98.8,100.0,100.0,100.0,0.996973,220.1,231.44,4.192333,4.2,,,,,,,,,,,,,
295,-43.3524407208954,-22.8198096881598,16563.0,625023,Escola Municipal Thomas Jefferson,"Av. Pastor Martin Luther King , S/Nº  ",Pavuna,6.0,1.0,{FCCA0234-945D-410F-92A9-E6EE35D69D8C},6.2,,,,,,,,,,,,,33088306.0,ESCOLA MUNICIPAL THOMAS JEFFERSON,100.0,100,100,100,100,100.0,1.0,193.49,183.98,5.001701,5.0
296,-43.3526669000611,-22.8172280682599,16564.0,625026,Escola Municipal Eugenia Dutra Hamann,"Rua Belém da Cachoeira, 89  ",Pavuna,6.0,1.0,{940182E2-0AFD-409D-A70A-2228C1CDF8CC},6.1,,,,,,,,,,,,,33087040.0,ESCOLA MUNICIPAL EUGENIA DUTRA HAMANN,100.0,100,100,100,100,100.0,1.0,209.0,196.34,5.522421,5.5
297,-43.4218402623266,-22.9146626258545,16565.0,716002,Escola Municipal Luiz Camillo,"Estr. do Rio Pequeno, 56  ",Jacarepagua,7.0,1.0,{A8FC1E52-7ECF-49DC-B8CD-2C31CD147633},7.4,,,,,,,,,,,,,33078092.0,ESCOLA MUNICIPAL LUIZ CAMILLO,97.1,97.5,96.2,97.5,98.8,95.7,0.971277,186.58,179.4,4.786558,4.6
298,-43.4082396149757,-22.9208858209467,16566.0,716009,Escola Municipal Denise Maria Torres,"Rua das Pastorinhas, S/Nº  ",Jacarepagua,7.0,1.0,{F1044F6E-FEF2-4BB0-8E8D-89D1D20BE7F9},7.8,,,,,,,,,,,,,,,,,,,,,,,,,
299,-43.3945425216224,-22.9332661190307,16567.0,716004,Classe em Cooperação Juliano Moreira,"Estr. Rodrigues Caldas, 3.400  ",Jacarepagua,7.0,1.0,{A1DC26C2-6549-4BD9-B589-71024D44E3C3},7.8,,,,,,,,,,,,,33078041.0,ESCOLA MUNICIPAL JULIANO MOREIRA 0716004,99.8,100,99.3,100,100,100.0,0.998592,197.92,181.39,5.039152,5.0
300,-43.3536484171141,-22.8834946826181,16575.0,515035,Escola Municipal Barão do Amparo,"Rua Ana Teles, 30  ",Campinho,5.0,1.0,{477CE74E-8868-4CE7-B1BC-6561FF3645C0},5.17,,,,,,,,,,,,,33076030.0,ESCOLA MUNICIPAL BARAO DO AMPARO,97.8,97.6,97.7,97.6,98.4,97.9,0.978391,202.59,198.88,5.446274,5.3
301,-43.3212162838655,-22.8892326204078,16576.0,515037,Escola Municipal Haiti,"Rua Duarte Teixeira, 45  ",Quintino Bocaiuva,5.0,1.0,{B274724B-31D7-4FFB-8C39-335230ED5BD9},5.15,,,,,,,,,,,,,33076162.0,ESCOLA MUNICIPAL HAITI,100.0,100,100,100,100,100.0,1.0,223.39,207.73,6.00413,6.0
302,-43.331725281483,-22.8891287236777,16577.0,515051,Escola Municipal Ruy Carneiro da Cunha,"Rua Ituna, 190  ",Cascadura,5.0,1.0,{2EC4E855-811D-41F6-AEF9-34A91E3E04DF},5.16,,,,,,,,,,,,,,,,,,,,,,,,,
303,-43.3273857560811,-22.8803882871513,16578.0,515052,Escola Municipal Azevedo Junior,"Rua Silva Gomes, 55  ",Cascadura,5.0,1.0,{F4B9A15D-BD3C-4815-9D4E-1A16E5943A70},5.12,33076014.0,ESCOLA MUNICIPAL AZEVEDO JUNIOR,99.8,100,99.2,100.0,100.0,0.997988,253.12,260.1,5.220333,5.2,,,,,,,,,,,,,
304,-43.3225037141084,-22.8839164730092,16579.0,515053,Escola Municipal Senador Francisco Gallotti,"Rua Moisés Lilenbaun, 161  ",Cascadura,5.0,1.0,{D7F3AE06-D748-404D-B9B5-515C81CA0A36},5.15,,,,,,,,,,,,,33076448.0,ESCOLA MUNICIPAL SENADOR FRANCISCO GALLOTTI,100.0,100,100,100,100,100.0,1.0,216.44,204.12,5.80586,5.8
305,-43.3381530259133,-22.8824210856889,16580.0,515050,Escola Municipal Paraná,"Av. Ernani Cardoso, 316  ",Cascadura,5.0,1.0,{464471EB-ACFC-4D39-8E75-D668D37A2046},5.16,,,,,,,,,,,,,33076294.0,ESCOLA MUNICIPAL PARANA,96.1,98.3,95.5,93.8,97.6,94.8,0.959701,194.39,185.33,5.043422,4.8
306,-43.3434110247746,-22.8760944271035,16581.0,515054,Escola Municipal Cardeal Arcoverde,"Rua Agostinho Barbalho, 401  ",Madureira,5.0,1.0,{18560E49-A155-401A-AA4A-19CE55CA9E3D},5.17,,,,,,,,,,,,,,,,,,,,,,,,,
307,-43.3381604817365,-22.8818548188469,16582.0,515057,Escola Municipal Rugendas,"Rua Padre Manso, S/Nº  ",Cascadura,5.0,1.0,{5D2319D2-5D3F-4640-BFB1-732CF7F56D09},5.16,33076413.0,ESCOLA MUNICIPAL RUGENDAS,99.4,-,99.3,99.2,100.0,0.994987,250.82,260.89,5.195167,5.2,,,,,,,,,,,,,
308,-43.3148902741131,-22.8778110079922,16583.0,515046,Escola Municipal Adelmar Tavares,"Rua Augusto Franco, S/Nº  ",Cavalcanti,5.0,1.0,{71FBF641-696B-4A93-98FF-253781C3916F},5.12,,,,,,,,,,,,,,,,,,,,,,,,,
309,-43.2567102581825,-22.8782298526695,16584.0,312004,Escola Municipal Estado da Guanabara,"Rua Lourenço Ribeiro, 31  ",Higienópolis,3.0,1.0,{D222470B-5B77-4F10-9DD0-B7C11C28038F},3.14,,,,,,,,,,,,,,,,,,,,,,,,,
310,-43.2752226342095,-22.8799095703636,16585.0,312013,Escola Municipal São Domingos,"Pça. Confederação Suíça, S/Nº  ",Del Castilho,3.0,1.0,{52FAC646-CA9E-4FFB-94AE-561E2BD1615E},3.14,,,,,,,,,,,,,,,,,,,,,,,,,
311,-43.2525801493543,-22.8937763949702,16586.0,312008,Escola Municipal Delfim Moreira,"Pça. Ubajara, 28  ",Jacaré,3.0,1.0,{0677E4BD-CBBB-41C7-8377-F2F4CAA15C45},3.1,,,,,,,,,,,,,33072663.0,ESCOLA MUNICIPAL DELFIM MOREIRA,100.0,100,100,100,100,100.0,1.0,198.03,186.36,5.131615,5.1
312,-43.2431602041968,-22.9325420306874,16587.0,208010,Escola Municipal Soares Pereira,"Av. Maracanã, 1.450  ",Tijuca,2.0,1.0,{5B6315EB-31CC-47A3-9923-E507BFA7E594},2.13,33067201.0,ESCOLA MUNICIPAL SOARES PEREIRA,100.0,100,100.0,100.0,100.0,1.0,231.91,239.64,4.525833,4.5,33067201.0,ESCOLA MUNICIPAL SOARES PEREIRA,100.0,100,100,100,100,100.0,1.0,195.48,184.06,5.041133,5.0
313,-43.2335521954756,-22.9211938020229,16588.0,208016,Escola Municipal Leitão da Cunha,"Rua Major Ávila, 317  ",Tijuca,2.0,1.0,{C97B4E12-FB52-4284-8E09-ACD6882146CF},2.15,,,,,,,,,,,,,33068321.0,ESCOLA MUNICIPAL LEITAO DA CUNHA,100.0,100,100,100,100,100.0,1.0,244.48,236.26,6.925338,6.9
314,-43.2437294762784,-22.9223881769845,16589.0,209017,Escola Municipal Baptista Pereira,"Rua Silva Teles, 65  ",Andarai,2.0,1.0,{3CFBA8D1-80FC-4C09-B6AF-CC180F692C6A},2.16,,,,,,,,,,,,,33068224.0,ESCOLA MUNICIPAL BAPTISTA PEREIRA,100.0,100,100,100,100,100.0,1.0,225.56,214.2,6.163178,6.2
315,-43.239435051842,-22.9098353292255,16590.0,209014,Escola Municipal General Humberto de Souza Mello,"Rua Oito de Dezembro, 275  ",Vila Isabel,2.0,1.0,{AEDA4005-BF70-43CB-87A2-7A1894CF677E},2.15,33068305.0,ESCOLA MUNICIPAL GENERAL HUMBERTO DE SOUZA MELLO,100.0,100,100.0,100.0,100.0,1.0,226.25,226.73,4.216333,4.2,33068305.0,ESCOLA MUNICIPAL GENERAL HUMBERTO DE SOUZA MELLO,100.0,100,100,100,100,100.0,1.0,185.78,186.11,4.893291,4.9
316,-43.2162857834118,-22.9250370127885,16591.0,208014,Classe em Cooperação Frei Cassiano,"Rua Joaquim Pizarro, 500  ",Tijuca,2.0,1.0,{E14E64BA-E099-4BB5-9736-47EFC0626253},2.12,,,,,,,,,,,,,,,,,,,,,,,,,
317,-43.2470901233965,-22.9161643670923,16592.0,209010,Escola Municipal Equador,"Boulevard 28 de Setembro, 353  ",Vila Isabel,2.0,1.0,{A58AE093-A19F-44D3-9565-5B34086CA58C},2.16,33068267.0,ESCOLA MUNICIPAL EQUADOR,93.7,94.1,92.3,91.4,100.0,0.943348,251.43,254.68,5.101833,4.8,33068267.0,ESCOLA MUNICIPAL EQUADOR,98.5,100,100,94.9,98.4,98.9,0.984034,201.95,182.6,5.13806,5.1
318,-43.255238071076,-22.9232019329214,16593.0,209023,Escola Municipal Panamá,"Rua Duquesa de Bragança, 22  ",Grajau,2.0,1.0,{275307B0-A768-4FA4-BB22-451081CD6A78},2.16,33068364.0,ESCOLA MUNICIPAL PANAMA,100.0,100,100.0,100.0,100.0,1.0,246.21,254.43,5.010667,5.0,33068364.0,ESCOLA MUNICIPAL PANAMA,98.9,98.1,96.3,100,100,100.0,0.988574,211.25,204.77,5.718632,5.7
319,-43.2633274602687,-22.9121402249444,16594.0,313008,Escola Municipal Doutor Mário Augusto Teixeira de Freitas,"Pça. Ibae, S/Nº  ",Engenho Novo,3.0,1.0,{324E2B22-1BF8-4162-A989-6EBF98B6FB08},3.3,,,,,,,,,,,,,33072680.0,ESCOLA MUNICIPAL DR MARIO AUGUSTO TEIXEIRA DE FREITAS,99.7,98.3,100,100,100,100.0,0.996553,190.48,183.14,4.928985,4.9
320,-43.2732173382115,-22.9056718302266,16595.0,313012,Escola Municipal Senador João Lyra Tavares,"Rua Luiz Bezerra, 2  ",Lins de Vasconcelos,3.0,1.0,{D7286950-7478-42E6-BF92-03E343D26A50},3.4,,,,,,,,,,,,,,,,,,,,,,,,,
321,-43.2579141640206,-22.9033008577995,16596.0,313501,Escola Municipal Senegal,"Rua Vitor Meireles, 161  ",Riachuelo,3.0,1.0,{1BCCCFD8-FED9-4D0E-B266-2E49B7FC59C8},3.2,,,,,,,,,,,,,33073260.0,ESCOLA MUNICIPAL SENEGAL,99.1,100,98.9,98.4,98.5,100.0,0.99155,201.34,185.27,5.174965,5.1
322,-43.2765016604353,-22.8922854321582,16597.0,313030,Escola Municipal Pastor Miranda Pinto,"Pça. Avaí, S/Nº  ",Cachambi,3.0,1.0,{B1594220-8D0D-49E3-94D6-E89301CBA3E8},3.10,,,,,,,,,,,,,,,,,,,,,,,,,
323,-43.2799670894367,-22.8920440507928,16598.0,313031,Classe em Cooperação Nossa Senhora de Pompéia,"Rua Cirne Maia, 109  ",Cachambi,3.0,1.0,{00CCB4CB-2FE1-4608-8B9A-29373C0EB094},3.10,,,,,,,,,,,,,,,,,,,,,,,,,
324,-43.2793998109528,-22.9045371086429,16599.0,313018,Escola Municipal Isabel Mendes,"Rua Joaquim Méier, 293  ",Meier,3.0,1.0,{44C4FABF-6F74-4E2B-AD25-BEF7CB15602D},3.4,,,,,,,,,,,,,33072833.0,ESCOLA MUNICIPAL ISABEL MENDES,100.0,100,100,100,100,100.0,1.0,205.04,203.91,5.584484,5.6
325,-43.2741047365961,-22.9033701826838,16600.0,313016,Escola Municipal Benevenuta Ribeiro,"Rua Felipe Cavalcanti, 10  ",Meier,3.0,1.0,{CC35CA4A-F762-4720-9CD1-D474347F937C},3.11,33072566.0,ESCOLA MUNICIPAL BENEVENUTA RIBEIRO,100.0,100,100.0,100.0,100.0,1.0,263.92,273.58,5.625,5.6,,,,,,,,,,,,,
326,-43.2679248200896,-22.9030432712389,16601.0,313007,Escola Municipal Sarmiento,"Rua Vinte e Quatro de Maio, 941  ",Engenho Novo,3.0,1.0,{3D24B92C-C961-4F51-BE8E-11C27EEF1ED0},3.2,,,,,,,,,,,,,33073244.0,ESCOLA MUNICIPAL SARMIENTO,100.0,100,100,100,100,100.0,1.0,183.67,167.49,4.514478,4.5
327,-43.2649233771601,-22.8933374975249,16602.0,313006,Escola Municipal Rio de Janeiro,"Rua Peçanha Da Silva, 165  ",Jacaré,3.0,1.0,{E5A3301F-AAA3-49DF-A7E8-734C4F98B5EB},3.11,33073201.0,ESCOLA MUNICIPAL RIO DE JANEIRO,100.0,-,100.0,100.0,100.0,1.0,240.64,235.35,4.599833,4.6,,,,,,,,,,,,,
328,-43.2661599580373,-22.8906647850903,16603.0,313026,Escola Municipal José Lins do Rego,"Rua Reginaldo Pardelha, S/Nº  ",Cachambi,3.0,1.0,{425586FA-D632-49CF-B24E-E2EDF98749BB},3.11,,,,,,,,,,,,,,,,,,,,,,,,,
329,-43.2480471805649,-22.8971507575475,16604.0,313001,Classe em Cooperação do 14o. DSUP,"Rua Dr. Garnier, 390 A  ",Rocha,3.0,1.0,{90BD9051-76D0-4BBB-8246-0AF3219AA4A6},3.1,,,,,,,,,,,,,33073333.0,ESCOLA MUNICIPAL MARECHAL CARLOS MACHADO BITENCOURT,99.4,100,100,100,100,97.2,0.994272,202.11,192.58,5.322568,5.3
330,-43.2609383791804,-22.9011592293897,16605.0,313005,Escola Municipal Cesar Augusto Soares,"Rua Cadete Paim Pamplona, 50  ",Sampaio,3.0,1.0,{A926FB71-EB47-4428-8D09-32E2094BE1E6},3.11,,,,,,,,,,,,,33072647.0,ESCOLA MUNICIPAL CESAR AUGUSTO SOARES,98.8,95.5,97.9,100,100,100.0,0.986471,182.53,164.14,4.431813,4.4
331,-43.2906512312226,-22.9026244380899,16607.0,313021,Escola Municipal Francisco Jobim,"Rua Adriano, 310  ",Meier,3.0,1.0,{7F19AFBB-C04F-42BD-B83A-3D668FBB1282},3.4,33072744.0,ESCOLA MUNICIPAL FRANCISCO JOBIM,99.4,100,99.3,98.4,100.0,0.994206,236.9,242.89,4.663167,4.6,,,,,,,,,,,,,
332,-43.3009765846603,-22.8994595702172,16608.0,313035,Escola Municipal Edgard Sussekind de Mendonça,"Rua Ana Leonídia, S/Nº  ",Engenho de Dentro,3.0,1.0,{F9541A71-6367-4BDF-B94D-85A8F8AB99CF},3.6,,,,,,,,,,,,,33072698.0,ESCOLA MUNICIPAL EDGARD SUSSEKIND DE MENDONCA,100.0,100,100,100,100,100.0,1.0,190.31,181.62,4.898105,4.9
333,-43.2952226084672,-22.9008691907858,16609.0,313038,Escola Municipal Londres,"Rua Monsenhor Jerônimo, S/Nº  ",Engenho de Dentro,3.0,1.0,{858757E3-B875-4686-9144-AB6CC5204D98},3.6,,,,,,,,,,,,,33072949.0,ESCOLA MUNICIPAL LONDRES,99.8,100,100,100,100,99.2,0.99839,215.32,199.71,5.704304,5.7
334,-43.294133450511,-22.8813504203995,16611.0,313051,Escola Municipal Alagoas,"Av. Dom Hélder Câmara, 6.742  ",Pilares,3.0,1.0,{224D389B-B9A7-4A3B-9204-90DD1794B6CF},3.8,,,,,,,,,,,,,33072523.0,ESCOLA MUNICIPAL ALAGOAS,100.0,100,100,100,100,100.0,1.0,218.56,198.36,5.741591,5.7
335,-43.2977298406104,-22.9099204747379,16612.0,313037,Escola Municipal Augusto Frederico Schmidt,"Rua Mapurari, S/Nº  ",Engenho de Dentro,3.0,1.0,{A729251C-7166-424C-B9FC-75B7AA4327F4},3.6,,,,,,,,,,,,,33072540.0,ESCOLA MUNICIPAL AUGUSTO FREDERICO SCHMIDT,98.6,100,100,95.9,98.1,100.0,0.987728,198.21,180.37,5.026141,5.0
336,-43.3027758878347,-22.8973140491137,16613.0,313041,Escola Municipal Tobias Barreto,"Rua Pompilio de Albuquerque, 62  ",Encantado,3.0,1.0,{5145875D-C47A-41C8-8B90-3D5B08AB8D52},3.7,,,,,,,,,,,,,33073317.0,ESCOLA MUNICIPAL TOBIAS BARRETO,93.6,90.4,97.2,96.6,93.8,88.0,0.930638,217.0,183.93,5.449456,5.1
337,-43.2959815924112,-22.9003541793546,16614.0,313036,Escola Municipal Rio Grande do Sul,"Rua Adolfo Bergamini, 201  ",Engenho de Dentro,3.0,1.0,{85963078-3EDA-4675-A100-B141C70219D8},3.6,33073210.0,ESCOLA MUNICIPAL RIO GRANDE DO SUL,99.4,98.2,100.0,99.5,100.0,0.994195,280.73,290.53,6.187667,6.2,,,,,,,,,,,,,
338,-43.3106924834242,-22.8897098615499,16615.0,313048,Escola Municipal Sérvulo de Lima,"Rua Elias da Silva, 27  ",Piedade,3.0,1.0,{8F0B890D-EF8B-4BB4-8E79-CB226667DDCF},3.7,,,,,,,,,,,,,33073279.0,ESCOLA MUNICIPAL SERVULO DE LIMA,100.0,100,100,100,100,100.0,1.0,220.48,209.73,5.984959,6.0
339,-43.1811811826623,-22.9686597839549,16616.0,205003,Escola Municipal Doutor Cícero Penna,"Av. Atlântica, 1.976  ",Copacabana,2.0,1.0,{EE5A6097-4D1A-4B63-BBA0-0F0F6C281115},2.3,,,,,,,,,,,,,,,,,,,,,,,,,
340,-43.302509223605,-22.8876735448282,16618.0,313043,Escola Municipal Tagore,"Pça. Frederico Durval, S/Nº  ",Piedade,3.0,1.0,{BCA5814B-71AA-45BB-90A8-B829A6145878},3.8,,,,,,,,,,,,,33073295.0,ESCOLA MUNICIPAL TAGORE,100.0,100,100,100,100,100.0,1.0,217.08,208.39,5.89571,5.9
341,-43.2975059643327,-22.8734137204548,16619.0,313052,Escola Municipal Maranhão,"Av. João Ribeiro, 389  ",Pilares,3.0,1.0,{AEF1E0C3-55D8-45EE-9513-69FB5855621C},3.9,33072973.0,ESCOLA MUNICIPAL MARANHAO,99.2,100,99.2,97.9,100.0,0.992675,241.22,241.77,4.7165,4.7,,,,,,,,,,,,,
342,-43.3078521051949,-22.8347283350823,16620.0,411022,Escola Municipal Marcílio Dias,"Rua Emílio de Miranda, 99  ",Bráz de Pina,4.0,1.0,{C7524279-FF34-4876-887A-CC7CD3D35E82},4.20,,,,,,,,,,,,,33074542.0,ESCOLA MUNICIPAL MARCILIO DIAS,100.0,100,100,100,100,100.0,1.0,228.27,203.74,6.024714,6.0
343,-43.1922520514687,-22.9827251072452,16622.0,205007,Escola Municipal Penedo,"Rua Raul Pompéia, 183  ",Copacabana,2.0,1.0,{CD27EA47-E209-4524-A32C-117935E817F0},2.4,,,,,,,,,,,,,33065004.0,ESCOLA MUNICIPAL PENEDO,96.4,88.9,100,95.7,100,95.9,0.959224,249.34,244.78,7.172995,6.9
344,-43.1810070345171,-22.9647035311686,16623.0,205009,Escola Municipal Alencastro Guimarães,"Rua Toneleros, 21  ",Copacabana,2.0,1.0,{66D07935-8C78-4D5F-A4F4-E3D50667B812},2.3,,,,,,,,,,,,,,,,,,,,,,,,,
345,-43.1761868930036,-22.9650732030368,16624.0,205008,Escola Municipal Roma,"Av. N. Senhora de Copacabana, 165  ",Copacabana,2.0,1.0,{42142DBB-CDC8-4E60-8DB2-926EAF1C11DD},2.3,,,,,,,,,,,,,,,,,,,,,,,,,
346,-43.1990778308048,-22.9833448653563,16625.0,206001,Escola Municipal Presidente José Linhares,"Rua Barão da Torre, 90  ",Ipanema,2.0,1.0,{BDC1BF2C-A52B-4B9C-8BE5-909678E11585},2.4,,,,,,,,,,,,,,,,,,,,,,,,,
347,-43.6298081470969,-22.9139456396663,16626.0,1019036,Escola Municipal Doutor José Antônio Ciraudo,"Estrada da Paciência, S/Nº  ",Paciência,10.0,1.0,{F450D404-8DC6-49C0-B29B-C42409A3A477},10.4,33084629.0,ESCOLA MUNICIPAL DOUTOR JOSE ANTONIO CIRAUDO,100.0,100,100.0,100.0,100.0,1.0,243.14,255.21,4.9725,5.0,,,,,,,,,,,,,
348,-43.3713393539696,-22.8368003888534,16627.0,622012,Escola Municipal Professor Álvaro Espinheira,"Rua Nelson Meirelles Neto, S/Nº  ",Guadalupe,6.0,1.0,{4E8A8A31-D3C5-40AE-B135-5304F22254B3},6.15,,,,,,,,,,,,,33087300.0,ESCOLA MUNICIPAL PROFESSOR ALVARO ESPINHEIRA,99.0,100,98.3,100,98.5,98.6,0.990742,204.83,194.83,5.415386,5.4
349,-43.3864949943264,-22.8207300693837,16629.0,622027,Escola Municipal Hildegardo de Noronha,"Rua Nagóia, S/Nº  ",Anchieta,6.0,1.0,{FB935581-CEB4-454C-9664-3AA6A55B5B65},6.12,,,,,,,,,,,,,33087113.0,ESCOLA MUNICIPAL HILDEGARDO DE NORONHA,100.0,100,100,100,100,100.0,1.0,189.65,176.12,4.785509,4.8
350,-43.360574910573,-22.9443151591634,16630.0,734006,Escola Municipal Frederico Eyer,"Rua Edgard Cavalheiro, 264  ",Cidade de Deus,7.0,1.0,{B6618B86-75F0-46D4-8197-8C93D17B4C16},7.14,,,,,,,,,,,,,33077908.0,ESCOLA MUNICIPAL FREDERICO EYER,96.7,100,95.2,100,91.5,98.2,0.968683,196.35,177.17,4.932463,4.8
351,-43.3415237354126,-22.9556063010827,16631.0,716013,Escola Municipal Naturalista Augusto Ruschi,"Rua Soldado Luiz Gonzaga, S/Nº  ",Anil,7.0,1.0,{70861484-BBBD-4322-BFBF-CCECE12569C4},7.18,,,,,,,,,,,,,,,,,,,,,,,,,
352,-43.333222981662,-22.952020574653,16632.0,716010,Escola Municipal Maria Florinda Paiva da Cruz,"Rua Oscar Lopes, S/Nº  ",Anil,7.0,1.0,{C7DDD676-B0D9-452C-95BE-5BCAA2C3E9AC},7.18,,,,,,,,,,,,,,,,,,,,,,,,,
353,-43.6650850486133,-22.9347299461418,16633.0,1019002,Escola Municipal General Gomes Carneiro,"Av. Cesário de Melo, 14.065 - Cesarão  ",Santa Cruz,10.0,1.0,{3E1A13C6-AC13-4118-A517-9589246095FB},10.15,,,,,,,,,,,,,33084718.0,ESCOLA MUNICIPAL GENERAL GOMES CARNEIRO,99.7,98.9,100,100,100,100.0,0.99778,205.68,186.2,5.274698,5.3
354,-43.6455194456835,-22.9489756319074,16634.0,1019003,Escola Municipal Professor Arthur Thire,"Rua Itatinga, S/Nº - Venda Varanda",Santa Cruz,10.0,1.0,{0C7DD1D2-2F72-46F8-924C-4A4EDFFC0AE2},10.22,,,,,,,,,,,,,33084564.0,ESCOLA MUNICIPAL PROFESSOR ARTHUR THIRE,100.0,100,100,100,100,100.0,1.0,210.51,206.69,5.739419,5.7
355,-43.6833197315166,-22.9542608166323,16635.0,1019024,Escola Municipal Júlio Cesário de Melo,"Estr. de Sepetiba, 2.875  ",Sepetiba,10.0,1.0,{5C3EA2F2-8776-4942-9B03-AC9CBD9157AB},10.21,,,,,,,,,,,,,33084793.0,ESCOLA MUNICIPAL JULIO CESARIO DE MELO,100.0,100,100,100,100,100.0,1.0,190.56,175.11,4.784512,4.8
356,-43.6912281587385,-22.9238741700047,16636.0,1019009,Escola Municipal Prefeito João Carlos Vital,"Rua Ferreira Nobre, 176  ",Santa Cruz,10.0,1.0,{73B639E3-1F62-4133-B791-2A33FAAED3A5},10.11,,,,,,,,,,,,,33084920.0,ESCOLA MUNICIPAL PREFEITO JOAO CARLOS VITAL,100.0,100,100,100,100,100.0,1.0,212.79,200.39,5.668385,5.7
357,-43.7047676828151,-22.9242451823364,16637.0,1019014,Escola Municipal Coronel Berthier,"Rua Tenente César, S/Nº - Base A - Santa Cruz",Santa Cruz,10.0,1.0,{97520564-0A94-4F4F-9C94-C4558E82E3A8},10.10,33084610.0,ESCOLA MUNICIPAL CORONEL BERTHIER,100.0,100,100.0,100.0,100.0,1.0,238.97,239.35,4.638667,4.6,,,,,,,,,,,,,
358,-43.2185894242804,-22.9639252102368,16638.0,206014,Escola Especial Municipal Marly Fróes Peixoto,"Rua Jardim Botânico, 660 - Abbr ",Jardim Botânico,2.0,6.0,{8350B4F4-B908-4F93-BD0D-94A8B915B451},2.6,,,,,,,,,,,,,,,,,,,,,,,,,
359,-43.2163094430582,-22.9631636168889,16639.0,206011,Escola Municipal Shakespeare,"Rua Jardim Botânico, 563 - Fundos",Jardim Botânico,2.0,1.0,{884CFA51-1FDC-41CC-8199-491BC0079C96},2.6,,,,,,,,,,,,,,,,,,,,,,,,,
360,-43.2583477651906,-22.8804730358421,16640.0,312010,Escola Municipal Pace,"Av. Dom Hélder Câmara, 2.320  ",Maria da Graça,3.0,1.0,{510AEE85-91BA-4608-82FC-8FCC73895C60},3.14,,,,,,,,,,,,,,,,,,,,,,,,,
361,-43.429933261936,-23.0083199735873,16644.0,724011,Escola Municipal Vice Almirante Alvaro Alberto da Motta e Silva,"Av. Adolpho de Vasconcelos, 234  ",Barra da Tijuca,7.0,1.0,{9C8BF43F-A600-497C-AF29-D1290D63279C},7.30,,,,,,,,,,,,,,,,,,,,,,,,,
362,-43.1918222572254,-22.9402705687383,16645.0,204007,Escola Municipal Albert Schweitzer,"Rua General Glicério, 186  ",Laranjeiras,2.0,1.0,{AF7843B0-A49E-4175-9A48-3E86D88A0C9D},2.2,,,,,,,,,,,,,,,,,,,,,,,,,
363,-43.2723068824373,-22.8189061784598,16651.0,411049,Escola Municipal Cantor e Compositor Gonzaguinha,"Rua Dalva de Oliveira, S/Nº  ",Penha Circular,4.0,1.0,{718B9C16-77F6-4C29-9CF6-14614888D2DD},4.14,,,,,,,,,,,,,33070482.0,ESCOLA MUNICIPAL CANTOR E COMPOSITOR GONZAGUINHA,94.0,91.1,90.7,92.5,96.9,98.2,0.937799,191.93,174.58,4.801021,4.5
364,-43.3768414357935,-22.9532155340822,16652.0,716072,Escola Municipal Madre Tereza de Calcutá,"Rua Caungula, 15  ",Jacarepagua,7.0,1.0,{6787C38C-B198-49C6-9C0D-AD2935A05B08},7.12,,,,,,,,,,,,,,,,,,,,,,,,,
